,price,brand,model,year,mileage,color,state
2207,11000,nissan,sport,2018,36715,black,florida
2208,11450,nissan,sport,2018,33437,red,florida
2209,11000,nissan,sport,2018,36788,black,florida
2210,11200,nissan,sport,2018,35491,black,florida
2211,11400,nissan,sport,2018,33644,black,florida
2212,11450,nissan,sport,2018,35831,gray,florida
2213,11050,nissan,sport,2018,35050,gray,florida
2214,11400,nissan,sport,2018,34924,gray,florida
2215,11050,nissan,sport,2018,34962,silver,florida
2216,10850,nissan,sport,2018,39985,gray,florida
2217,10900,nissan,sport,2018,38816,red,florida
2218,10450,nissan,sport,2018,41579,red,florida
2219,10800,nissan,sport,2018,40455,gray,florida
2220,10850,nissan,sport,2018,39996,white,florida
2221,10800,nissan,sport,2018,41077,black,florida
2222,10850,nissan,sport,2018,39183,gray,florida
2223,10800,nissan,sport,2018,40478,black,florida
2224,10900,nissan,sport,2018,38806,white,florida
2225,10400,nissan,sport,2018,45331,blue,florida
2226,10500,nissan,sport,2018,43531,blue,florida
2227,10800,nissan,sport,2018,41033,silver,florida
2228,10800,nissan,sport,2018,40332,gray,florida
2229,11200,nissan,frontier,2019,22319,silver,arizona
2230,11100,nissan,rogue,2019,22305,blue,arizona
2231,12200,nissan,maxima,2019,36996,black,arizona
2232,4000,nissan,sentra,2019,1,black,arizona
2233,9000,nissan,versa,2019,27611,gray,arizona
2234,14900,nissan,rogue,2019,26516,silver,arizona
2235,4600,nissan,rogue,2019,31397,blue,arizona
2236,6400,nissan,versa,2019,18300,red,arizona
2237,10400,nissan,note,2019,26743,white,arizona
2238,7800,nissan,versa,2019,15832,black,arizona
2239,12300,nissan,sport,2019,31939,white,arizona
2240,10900,nissan,sentra,2019,31037,gray,arizona
2241,8500,nissan,versa,2019,22521,white,arizona
2242,7300,nissan,versa,2019,31335,white,arizona
2243,5900,nissan,versa,2019,28315,red,arizona
2244,20000,nissan,armada,2017,83437,white,texas
2245,11200,nissan,altima,2018,42250,blue,wisconsin
2246,14400,nissan,rogue,2018,45732,black,wisconsin
2247,16500,nissan,pathfinder,2018,49185,white,wisconsin
2248,13400,nissan,rogue,2017,45826,silver,wisconsin
2249,12500,nissan,door,2017,36844,white,wisconsin
2250,6500,nissan,door,2013,104343,gray,illinois
2251,19800,nissan,pathfinder,2018,34138,white,florida
2252,8800,nissan,versa,2018,34761,white,florida
2253,12800,nissan,rogue,2018,32656,blue,florida
2254,8800,nissan,versa,2018,34837,red,florida
2255,3500,nissan,altima,2019,30099,white,missouri
2256,750,nissan,sentra,2018,37088,gray,missouri
2257,10800,nissan,door,2017,41729,blue,florida
2258,22300,nissan,titan,2017,17195,white,texas
2259,8300,nissan,sedan,2018,43064,gray,california
2260,8300,nissan,sedan,2018,47510,gray,california
2261,8000,nissan,sedan,2018,52571,gray,california
2262,15200,nissan,frontier,2018,12129,black,alabama
2263,6700,nissan,sedan,2017,62280,white,california
2264,7500,nissan,door,2017,74859,gray,connecticut
2265,10500,nissan,door,2017,59508,black,connecticut
2266,8400,nissan,juke,2017,58529,white,connecticut
2267,7000,nissan,door,2015,24396,black,florida
2268,25500,nissan,armada,2020,10317,black,california
2269,4100,nissan,door,2017,37619,black,florida
2270,13900,nissan,altima,2020,15160,black,california
2271,1900,nissan,door,2015,91898,black,florida
2272,14700,nissan,pathfinder,2017,31198,white,connecticut
2273,1900,nissan,door,2013,144015,blue,ohio
2274,18800,nissan,titan,2017,15621,white,missouri
2275,7800,nissan,versa,2018,54815,red,california
2276,13500,nissan,door,2016,53011,red,louisiana
2277,8000,nissan,versa,2018,56255,silver,california
2278,3300,nissan,door,2013,100225,gray,louisiana
2279,7200,nissan,sentra,2017,54117,silver,connecticut
2280,8000,nissan,door,2017,54119,gray,california
2281,1280,nissan,door,2012,162176,black,indiana
2282,14000,nissan,rogue,2018,37655,white,florida
2283,3500,nissan,door,2015,101178,gray,california
2284,600,nissan,door,2012,206142,silver,kansas
2285,12500,nissan,sport,2018,43187,gray,california
2286,5800,nissan,door,2013,105590,gray,texas
2287,8000,nissan,versa,2018,53903,gray,california
2288,2200,nissan,door,2015,73382,tan,texas
2289,8300,nissan,versa,2018,48977,white,california
2290,7500,nissan,door,2016,77504,blue,missouri
2291,8000,nissan,versa,2018,50871,blue,california
2292,3500,nissan,door,2012,107734,silver,missouri
2293,8000,nissan,versa,2018,53098,white,california
2294,2000,nissan,door,2012,159990,burgundy,oklahoma
2295,7800,nissan,versa,2018,51552,red,california
2296,8000,nissan,versa,2018,54692,white,california
2297,18500,nissan,frontier,2019,18611,white,california
2298,8000,nissan,versa,2018,51654,blue,california
2299,18300,nissan,frontier,2019,24046,white,california
2300,7500,nissan,versa,2018,65184,red,california
2301,29800,nissan,armada,2019,37398,blue,california
2302,21100,nissan,rogue,2020,19597,silver,south carolina
2303,16200,nissan,rogue,2019,34122,silver,california
2304,6998,nissan,doors,2015,43651,super black,vermont
2305,14700,nissan,rogue,2020,15387,gray,pennsylvania
2306,19000,nissan,cargo,2020,264,black,california
2307,7500,nissan,door,2016,58126,black,texas
2308,7998,nissan,doors,2015,62921,cayenne red,vermont
2309,10999,nissan,doors,2015,43279,super black,massachusetts
2310,2900,nissan,door,2012,117844,gray,north carolina
2311,8495,nissan,doors,2015,45043,morningsky blue,new hampshire
2312,19925,nissan,murano,2016,42837,gray,alabama
2313,9500,nissan,sentra,2018,42782,black,new jersey
2314,12750,nissan,doors,2015,24629,pearl white,massachusetts
2315,22800,nissan,door,2015,35902,blue,alabama
2316,11621,nissan,doors,2015,12840,glacier white,rhode island
2317,11590,nissan,doors,2015,63933,cayenne red,new hampshire
2318,4700,nissan,door,2012,100079,black,alabama
2319,11390,nissan,doors,2015,37953,super black,new york
2320,14500,nissan,rogue,2017,8677,blue,tennessee
2321,12000,nissan,rogue,2020,11583,blue,ohio
2322,15000,nissan,altima,2020,14320,blue,ohio
2323,7500,nissan,door,2016,19723,black,georgia
2324,28000,nissan,armada,2018,29554,gray,pennsylvania
2325,17500,nissan,maxima,2018,39309,black,pennsylvania
2326,18000,nissan,maxima,2018,34951,silver,pennsylvania
2327,13200,nissan,sport,2018,35870,black,pennsylvania
2328,17000,nissan,altima,2018,44423,gray,texas
2329,6700,nissan,xterra,2012,92982,black,georgia
2330,23300,nissan,murano,2018,36844,white,texas
2331,26800,nissan,titan,2018,33605,white,new mexico
2332,18200,nissan,sport,2018,28009,black,tennessee
2333,18700,nissan,rogue,2018,41366,silver,virginia
2334,12900,nissan,door,2016,98354,red,new jersey
2335,16000,nissan,rogue,2018,39598,no_color,virginia
2336,19400,nissan,rogue,2020,21009,black,minnesota
2337,10900,nissan,sentra,2018,28880,silver,tennessee
2338,15800,nissan,sport,2018,28626,black,virginia
2339,19800,nissan,rogue,2020,14850,silver,minnesota
2340,19000,nissan,rogue,2018,41096,black,virginia
2341,18000,nissan,rogue,2020,12748,black,minnesota
2342,19800,nissan,rogue,2020,14531,blue,minnesota
2343,19700,nissan,rogue,2020,15931,black,minnesota
2344,20100,nissan,rogue,2020,10875,blue,minnesota
2345,19700,nissan,frontier,2019,31172,silver,minnesota
2346,23400,nissan,frontier,2019,16248,white,minnesota
2347,23300,nissan,frontier,2019,18137,black,minnesota
2348,17500,nissan,altima,2019,25664,black,minnesota
2349,17100,nissan,altima,2019,31026,black,minnesota
2350,15800,nissan,altima,2019,41287,silver,minnesota
2351,13600,nissan,altima,2019,43612,black,minnesota
2352,14400,nissan,altima,2019,29545,black,minnesota
2353,19800,nissan,frontier,2019,24303,silver,minnesota
2354,17200,nissan,altima,2019,29661,gray,minnesota
2355,20300,nissan,frontier,2019,18857,silver,minnesota
2356,20500,nissan,frontier,2019,14470,gray,minnesota
2357,16500,nissan,altima,2019,42364,silver,minnesota
2358,16000,nissan,altima,2019,37108,black,minnesota
2359,14600,nissan,altima,2019,26432,blue,minnesota
2360,16300,nissan,rogue,2019,24174,white,minnesota
2361,15400,nissan,sport,2019,30756,silver,minnesota
2362,15800,nissan,rogue,2019,32473,blue,minnesota
2363,15800,nissan,sport,2019,22947,blue,minnesota
2364,21400,nissan,murano,2018,17127,white,georgia
2365,15300,nissan,kicks,2019,20793,gray,minnesota
2366,20100,nissan,pathfinder,2019,32519,black,minnesota
2367,11300,nissan,sentra,2019,26930,gray,minnesota
2368,10700,nissan,sentra,2019,40839,black,minnesota
2369,16000,nissan,rogue,2018,44732,no_color,south carolina
2370,16600,nissan,rogue,2019,19292,white,minnesota
2371,15800,nissan,sport,2019,24155,gray,minnesota
2372,11600,nissan,sentra,2019,33369,black,minnesota
2373,15000,nissan,rogue,2017,28918,red,virginia
2374,17600,nissan,rogue,2019,21623,blue,minnesota
2375,36300,nissan,xd,2017,16224,white,virginia
2376,15600,nissan,sport,2019,26406,silver,minnesota
2377,14000,nissan,rogue,2017,27790,green,virginia
2378,16600,nissan,rogue,2019,19182,black,minnesota
2379,12600,nissan,sentra,2017,11837,gray,tennessee
2380,20900,nissan,pathfinder,2019,21774,black,minnesota
2381,12700,nissan,door,2017,17738,black,tennessee
2382,15600,nissan,sport,2019,27206,white,minnesota
2383,18900,nissan,rogue,2019,20508,silver,minnesota
2384,15700,nissan,sport,2019,24987,blue,minnesota
2385,21900,nissan,pathfinder,2019,21273,gray,minnesota
2386,21700,nissan,pathfinder,2019,23863,black,minnesota
2387,14600,nissan,rogue,2016,31566,gray,virginia
2388,12000,nissan,sentra,2019,25261,gray,minnesota
2389,21000,nissan,pathfinder,2019,20628,silver,minnesota
2390,12500,nissan,door,2017,48765,blue,pennsylvania
2391,15900,nissan,rogue,2019,30645,silver,minnesota
2392,11800,nissan,door,2017,60158,red,pennsylvania
2393,9900,nissan,versa,2019,39985,blue,minnesota
2394,10600,nissan,sentra,2018,39208,black,minnesota
2395,10100,nissan,sentra,2018,45080,black,minnesota
2396,13300,nissan,sport,2018,39247,gray,minnesota
2397,10100,nissan,sentra,2018,46382,white,minnesota
2398,10300,nissan,sentra,2018,39893,black,minnesota
2399,10300,nissan,sentra,2018,41203,gray,minnesota
2400,10300,nissan,sentra,2018,40648,blue,minnesota
2401,24000,nissan,murano,2018,31551,gray,minnesota
2402,10400,nissan,sentra,2018,38761,gray,minnesota
2403,10200,nissan,sentra,2018,42838,gray,minnesota
2404,9500,nissan,versa,2018,41557,blue,minnesota
2405,10500,nissan,sentra,2018,41136,black,minnesota
2406,10500,nissan,sentra,2018,41141,silver,minnesota
2407,3500,nissan,door,2016,115716,blue,pennsylvania
2408,9300,nissan,versa,2018,52260,black,minnesota
2409,14100,nissan,rogue,2016,22041,silver,pennsylvania
2410,2425,nissan,door,2012,161836,black,tennessee
2411,925,nissan,door,2012,83720,silver,tennessee
2412,11000,nissan,rogue,2016,37605,black,pennsylvania
2413,11000,nissan,rogue,2016,63738,green,pennsylvania
2414,2100,nissan,door,2013,155704,silver,tennessee
2415,800,nissan,door,2012,234792,black,florida
2416,20400,nissan,pathfinder,2018,24143,silver,south carolina
2417,375,nissan,door,2017,1,red,north carolina
2418,3000,nissan,door,2015,132655,beige,pennsylvania
2419,15100,nissan,rogue,2017,28079,gray,south carolina
2420,4000,nissan,door,2015,74906,silver,north carolina
2421,19500,nissan,door,2017,53155,gray,south carolina
2422,22600,nissan,titan,2017,94258,gray,south carolina
2423,6500,nissan,door,2014,65620,white,pennsylvania
2424,11800,nissan,door,2012,92878,gray,pennsylvania
2425,20500,nissan,pathfinder,2017,25918,white,missouri
2426,14200,nissan,rogue,2018,37830,black,ohio
2427,22000,nissan,frontier,2018,13875,white,ohio
2428,16200,nissan,frontier,2018,6024,silver,ohio
2429,4800,nissan,door,2016,76789,gray,texas
2430,16000,nissan,sport,2018,30409,black,ohio
2431,14300,nissan,sport,2018,44864,gray,ohio
2432,16800,nissan,pathfinder,2019,42397,silver,florida
2433,11900,nissan,sentra,2018,16778,gray,ohio
2434,3000,nissan,door,2015,99767,gray,south carolina
2435,15000,nissan,rogue,2019,34692,gray,florida
2436,15200,nissan,rogue,2019,30721,gray,florida
2437,18000,nissan,door,2017,53376,black,ohio
2438,22700,nissan,nvp,2016,21282,white,ohio
2439,3800,nissan,door,2015,81699,blue,texas
2440,5475,nissan,door,2018,33048,black,connecticut
2441,11400,nissan,sentra,2018,10372,blue,illinois
2442,28100,nissan,pathfinder,2018,8889,silver,illinois
2443,3500,nissan,sentra,2017,127780,gray,illinois
2444,15200,nissan,murano,2016,59640,orange,illinois
2445,1950,nissan,door,2015,83975,blue,california
2446,13400,nissan,rogue,2016,46178,black,illinois
2447,12500,nissan,altima,2018,34460,gray,florida
2448,16500,nissan,pathfinder,2018,30594,black,florida
2449,16500,nissan,pathfinder,2018,39817,silver,florida
2450,16500,nissan,pathfinder,2018,40419,black,florida
2451,13900,nissan,rogue,2018,35493,black,florida
2452,13900,nissan,rogue,2018,37073,gray,florida
2453,1500,nissan,door,2013,98384,black,maryland
2454,16500,nissan,pathfinder,2018,34640,white,florida
2455,13900,nissan,rogue,2018,38760,white,florida
2456,16500,nissan,pathfinder,2018,34841,black,florida
2457,13900,nissan,rogue,2018,35065,gray,florida
2458,12400,nissan,altima,2018,37741,black,florida
2459,13000,nissan,altima,2018,27488,gray,florida
2460,16500,nissan,pathfinder,2018,37452,gray,florida
2461,13900,nissan,rogue,2018,39797,black,florida
2462,16500,nissan,pathfinder,2018,36714,black,florida
2463,13900,nissan,rogue,2018,36207,black,florida
2464,13900,nissan,rogue,2018,38563,black,florida
2465,13900,nissan,rogue,2018,39885,silver,florida
2466,12100,nissan,altima,2018,41852,silver,florida
2467,16500,nissan,pathfinder,2018,39454,silver,florida
2468,16500,nissan,pathfinder,2018,40203,blue,florida
2469,13900,nissan,rogue,2018,34547,white,florida
2470,3700,nissan,door,2015,75858,silver,illinois
2471,18800,nissan,pathfinder,2019,31123,white,north carolina
2472,9200,nissan,versa,2018,33808,black,florida
2473,30100,nissan,titan,2019,30599,black,north carolina
2474,9200,nissan,versa,2018,33931,black,florida
2475,11100,nissan,sentra,2019,40359,black,north carolina
2476,13900,nissan,rogue,2018,44313,white,florida
2477,9100,nissan,versa,2018,33078,black,florida
2478,22800,nissan,frontier,2019,24320,black,illinois
2479,13900,nissan,rogue,2018,42502,black,florida
2480,12600,nissan,altima,2019,33497,gray,california
2481,9200,nissan,versa,2018,39577,silver,florida
2482,12100,nissan,altima,2019,36974,gray,california
2483,9200,nissan,versa,2018,41220,black,florida
2484,2300,nissan,frontier,2019,1,silver,california
2485,13900,nissan,rogue,2018,41539,black,florida
2486,9500,nissan,sentra,2019,19646,black,california
2487,13900,nissan,rogue,2018,39924,white,florida
2488,1700,nissan,note,2019,33279,red,california
2489,13900,nissan,rogue,2018,40259,gray,florida
2490,10400,nissan,sentra,2019,25264,blue,california
2491,9200,nissan,versa,2018,35677,black,florida
2492,7400,nissan,versa,2019,35511,black,california
2493,9200,nissan,versa,2018,33027,black,florida
2494,7800,nissan,versa,2019,23609,red,california
2495,9200,nissan,versa,2018,34553,silver,florida
2496,9200,nissan,versa,2018,31594,silver,florida
2497,9200,nissan,versa,2018,32557,black,florida
2498,9200,nissan,versa,2018,31371,silver,florida
